STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,indic_he,Health indicator,unit,Unit of measure,sex,Sex,icd10,International Statistical Classification of Diseases and Related Health Problems (ICD-10),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),DE,Germany,2021,,1463.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2014,,253.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2015,,243.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2016,,250.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2017,,257.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2018,,252.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2019,,250.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2020,,219.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),ES,Spain,2021,,240.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2014,,376.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2015,,367.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2016,,1184.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2017,,1171.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2018,,1186.2,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2019,,1149.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2020,,994.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),FR,France,2021,,1022.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2014,,300.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2015,,291.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2016,,284.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2017,,281.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2018,,274.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2019,,272.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2020,,210.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2021,,228.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2014,,191.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2015,,188.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2018,,192.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2019,,187.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2020,,143.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2021,,152.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2014,,3772.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2015,,3744.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2016,,3765.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2017,,3734.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2018,,3639.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2019,,3716.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2020,,3280.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2021,,3256.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2014,,1307.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2015,,1280.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2016,,1298.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2017,,1312.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2018,,1307.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2019,,1303.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2020,,1106.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2021,,1228.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2014,,1898.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2015,,1908.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2016,,1951.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2017,,1973.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2018,,1997.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2019,,2015.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2020,,1796.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2021,,1856.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2014,,1904.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2015,,1879.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2016,,1856.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2017,,1824.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2018,,1788.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2019,,1763.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2020,,1388.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2021,,1511.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2014,,1102.2,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2015,,1112.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2018,,1092.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2019,,1174.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2020,,991.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2021,,1060.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2014,,1528.2,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2015,,1642.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2016,,1602.2,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2017,,1634.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2018,,1641.2,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2019,,1601.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2020,,1289.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2021,,1284.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2014,,1142.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2015,,919.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2016,,1262.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2017,,1276.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2018,,1357.2,,,,,
