STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,indic_he,Health indicator,unit,Unit of measure,sex,Sex,icd10,International Statistical Classification of Diseases and Related Health Problems (ICD-10),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2015,,14.1,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2016,,14.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2017,,13.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2018,,13.6,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2019,,13.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2020,,14.6,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),IT,Italy,2021,,14.1,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2014,,16.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2015,,16.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2018,,18.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2019,,19.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2020,,20.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,F,Mental and behavioural disorders (F00-F99),PT,Portugal,2021,,20.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2014,,9.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2015,,9.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2016,,9.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2017,,9.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2018,,9.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2019,,9.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2020,,9.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),DE,Germany,2021,,8.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2014,,7.6,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2015,,7.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2016,,8.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2017,,8.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2018,,8.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2019,,9.1,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2020,,8.6,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),ES,Spain,2021,,8.5,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2014,,7.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2015,,6.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2016,,6.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2017,,6.6,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2018,,6.5,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2019,,6.5,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2020,,6.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),FR,France,2021,,6.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2014,,9.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2015,,9.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2016,,9.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2017,,9.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2018,,9.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2019,,9.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2020,,9.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),IT,Italy,2021,,9.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2014,,8.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2015,,8.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2018,,9.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2019,,9.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2020,,10.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,I,Diseases of the circulatory system (I00-I99),PT,Portugal,2021,,9.5,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2014,,7.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2015,,7.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2016,,7.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2017,,7.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2018,,7.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2019,,7.6,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2020,,8.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),DE,Germany,2021,,8.6,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2014,,6.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2015,,6.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2016,,7.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2017,,7.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2018,,7.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2019,,7.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2020,,8.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2021,,7.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2014,,6.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2015,,7.0,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2016,,6.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2017,,6.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2018,,6.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2019,,6.7,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2020,,6.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2021,,6.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2014,,9.1,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2015,,9.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2016,,9.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2017,,9.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2018,,9.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2019,,9.5,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2020,,10.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2021,,10.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2014,,8.2,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2015,,8.4,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2018,,8.9,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2019,,8.8,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2020,,9.3,,,,,
dataflow,ESTAT:HLTH_CO_INPST(1.0),In-patient average length of stay (days)- historical data (1995-2021),A,Annual,TOTAL,Total,ALOS,In-patient average length of stay (in days),NR,Number,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2021,,8.9,,,,,
